id,speed
0,48.03800740251857
1,46.86305550381194
2,39.152138836481704
3,31.31439963882683
4,44.001216546699126
5,28.336354574925668
6,20.56430659889549
7,48.87880637754218
8,48.15109247572737
9,30.52789314107202
10,26.762660270484318
11,22.279157932576997
12,21.463567286399133
13,26.337414748955982
14,23.712510488144602
15,39.19503801277797
16,41.61213960934477
17,45.51806840837376
18,48.84727129597091
19,48.09329610454532
20,47.15729696229784
21,45.55964904587713
22,19.470420676846377
23,23.439950859579696
24,26.49153901213977
25,19.612232149315957
26,20.47249981816038
27,21.731365028505685
28,14.61504700871784
29,12.080847994638036
30,21.162896764309515
31,46.24098224700695
32,48.31462496668658
33,27.723819584339818
34,23.46972572181816
35,24.498546369552393
36,19.07547018896211
37,19.988135829935906
38,45.010708969661046
39,38.44746042154595
40,42.87121070222082
41,47.62407377842801
42,48.49043096200834
43,44.37769341092808
44,19.642700128338866
45,15.641747996601875
46,17.684210202265152
47,10.917660073263976
48,43.97593397480524
49,48.23070730514199
50,48.54706717982408
51,26.470741487881064
52,24.342069615605464
53,20.93706103486207
54,19.211624847502776
55,18.624664121591053
56,16.296366475758152
57,18.40870209295828
58,28.38686328290774
59,37.11304678309881
60,41.59667603965265
61,41.40776669105927
62,40.42149247195053
63,42.4657264225453
64,44.51527545059262
65,47.234453116998125
66,47.624110040931214
67,46.5735313286824
68,44.36546820069524
69,26.42695638084423
70,22.52798895249778
71,22.983478672290666
72,17.401630051383616
73,19.458505452671787
74,15.288138477038457
75,9.257150940580416
76,44.395170619
77,40.37737555055355
78,44.40618023009526
79,47.68638000639151
80,15.607489539263778
81,16.563137533945564
82,22.92457095833974
83,15.975578168704038
84,17.297459351404
85,11.934745611906832
86,20.040675962981116
87,35.17269650683994
88,44.42872806398978
89,41.36493805268852
90,48.6109717506816
91,48.278118469784175
92,47.42325224930143
93,45.493904919538444
94,25.434469055185033
95,15.495954344803513
96,25.499660795025537
97,15.643509379658067
98,10.14696146538763
99,16.589473292129068
100,42.69622471243632
101,47.62579844389564
102,14.799785879019028
103,17.670393699311393
104,14.13259551855589
105,43.60826707309769
106,35.75496128754085
107,48.57094745316719
108,43.9955070819208
109,13.728237053792137
110,10.548736237605787
111,10.433986623451887
112,20.455320859129102
113,34.54595305356077
114,37.1690640899266
115,48.24121690944321
116,48.15831621815761
117,41.327364588430505
118,28.219925835494127
119,23.98384149993809
120,19.17726198514635
121,16.735938139768084
122,36.349855697436354
123,47.43074984357764
124,46.82991566202585
125,43.42688517933444
126,41.87283964604364
127,39.862533457469446
128,43.511559214501915
129,34.04550200561142
130,47.57932101019757
131,47.65103308862081
132,47.02733790435502
133,26.27501840628371
134,18.223694774817076
135,22.92711326127423
136,39.2281953712376
137,45.508620987248364
138,48.49363039216426
139,47.66486121081
