id,speed
0,47.77190822747611
1,46.87111262417579
2,40.044722663377996
3,31.55215217713994
4,43.3308225846905
5,27.112925258838068
6,20.076745862465053
7,49.05478896524691
8,47.82906936413028
9,30.307869605218716
10,27.717622633974106
11,21.79284437128129
12,20.896589207696373
13,26.609097104406906
14,22.733107259178627
15,40.38839981995067
16,41.510132787266976
17,45.35083005220464
18,48.6832044911471
19,48.1691776574616
20,47.392292778884965
21,45.28000123605642
22,19.330657795039183
23,22.693508274669263
24,27.10137639568331
25,19.598416010781424
26,20.685030617202855
27,20.182487268263337
28,14.532398661870989
29,11.658420676386097
30,20.26426449397446
31,46.07411912243007
32,48.68526961116991
33,27.222764929332484
34,24.142352990537336
35,25.173140349824287
36,19.405201861304484
37,20.3667768369838
38,45.309980888442304
39,37.48617693217588
40,42.65236830276415
41,47.98539433352951
42,49.363373191272636
43,44.0344363577838
44,18.89537748027853
45,16.48656632860962
46,18.675305217820885
47,11.298568557176925
48,43.757765971738365
49,48.10159730979382
50,48.46423552375164
51,28.08292523834717
52,25.408416543671514
53,21.00347025104701
54,18.89567026207267
55,17.564725299900008
56,16.05486381853599
57,18.813714694706594
58,28.42537840513176
59,37.34518571349605
60,41.221125715448224
61,41.06505017222689
62,41.31083903547916
63,42.43816109950677
64,43.903331017531826
65,47.146466810661714
66,48.09968184052864
67,46.09955288768655
68,44.40375120728602
69,27.670167155390736
70,24.895551097928326
71,23.300799509098283
72,17.69209731106061
73,19.239176556317865
74,15.091119992166293
75,9.551762201137322
76,43.67003432484375
77,39.80157128004751
78,44.287722288343566
79,47.793201870610375
80,16.11676092824066
81,16.66909645216231
82,22.947491670869518
83,15.049430981562141
84,16.343603143482547
85,11.88787292673395
86,20.4604851096297
87,36.51719235045017
88,44.38174094035192
89,40.9351101709016
90,49.03350256006042
91,48.19502240748454
92,47.29851841395778
93,46.37809301253138
94,25.76337076852052
95,15.027238589612104
96,24.832787972396932
97,15.2535558462089
98,10.185726268096131
99,16.556034811673037
100,42.862265994321795
101,47.54470945499302
102,14.817630539813642
103,17.80918175539124
104,13.699103311121418
105,43.59219258032324
106,35.935274330495936
107,48.94589753696168
108,43.77121925948611
109,13.736387410191721
110,10.859577937831867
111,10.74514829246625
112,18.991689861097274
113,36.84552358652376
114,37.379362371097606
115,48.27336581126765
116,48.28229019059517
117,41.64327754235277
118,28.469956958949965
119,22.823439527832946
120,19.57971727738792
121,17.079743011558374
122,37.34001320282449
123,47.068793446538265
124,46.93772666452581
125,43.4343366388108
126,42.86687902349456
127,40.73369983139464
128,43.041313641550495
129,34.278822335233784
130,47.651049553459714
131,47.25391553904923
132,46.804500280626115
133,25.95611533668115
134,18.611192809314133
135,23.46132921781973
136,40.312327908637606
137,45.76411836405454
138,48.703103885854674
139,47.18828237442608
140,47.13112762304812
141,44.51023496203184
142,26.691689632928544
143,14.75022718179882
144,20.743859271311976
145,16.955360353700957
146,17.560648116698165
147,48.42591689099914
148,49.1099310661319
149,47.62985584540849
150,47.29930348919424
151,17.132318915442333
152,16.276818418588757
153,15.483493850808411
154,8.547822583407573
155,19.593118687788213
156,37.85629768517031
157,45.57702150446047
158,39.152029685277796
159,44.962324123645715
160,48.78782922720252
161,48.69583649943829
162,48.72958805698463
163,47.72591005805424
164,45.383790228522514
165,26.35678800425981
166,14.656489502317514
167,21.67547561643017
168,18.116332761656547
169,18.620280507478753
170,12.384006230719653
171,11.40524257988742
172,45.24119045292593
173,48.38482685437809
174,45.25107202519657
175,25.645562619223632
176,21.354982382818513
177,15.538275498980246
178,18.455490850549257
179,10.065885793862286
180,45.06956727586645
181,48.51298456057818
182,49.05407953551616
183,48.25470447582273
184,41.86625793442112
185,20.716570984225026
186,18.627148428885853
187,37.610648019469444
188,36.307694053134455
189,47.67899265206871
190,44.8794857511027
191,44.282081067823626
192,40.54390700244062
193,41.3928743362489
194,39.69272472672499
195,38.238664561248
196,41.431146737533176
197,43.96252234694604
198,36.68874843275738
199,47.866062069214095
200,47.27026477298245
201,27.53143427205875
202,26.644340380714834
203,18.42648254799259
204,16.376933826043526
205,19.409549544035066
206,39.74124431555788
207,41.862236228748756
208,48.47688025141652
209,49.02805562307126
210,47.72758161240166
211,46.84523782103208
212,29.617165999594924
213,12.880147593296774
214,19.306421044878235
215,22.81231502703374
216,17.394612610561865
217,21.76472889570603
218,45.247700039583805
219,47.654453281709664
220,47.18072518638815
221,45.855168726076734
222,26.532414527600814
223,16.910048973333293
224,9.1663780789825
225,26.035113863182815
226,45.44363892758213
227,48.488471024300594
228,17.03993915627369
229,23.711942049381264
230,20.334039316191582
231,21.136514749045695
